,Close,^DJI,^FTSE,^GSPC,^IXIC,usd_interest,usd_inflation,gbp_interest,gbp_inflation
2021-05-24,1.4142870903015137,34393.98046875,7051.60009765625,4197.0498046875,13661.169921875,0.06,4.79932,0.1,1.6
2021-05-25,1.415608525276184,34312.4609375,7029.7998046875,4188.1298828125,13657.169921875,0.06,4.79932,0.1,1.6
2021-05-26,1.4143872261047363,34323.05078125,7026.89990234375,4195.990234375,13738.0,0.06,4.79932,0.1,1.6
2021-05-27,1.4116119146347046,34464.640625,7019.7001953125,4200.8798828125,13736.2802734375,0.06,4.79932,0.1,1.6
2021-05-28,1.4203739166259766,34529.44921875,7022.60009765625,4204.10986328125,13748.740234375,0.05,4.79932,0.1,1.6
2021-06-01,1.422677516937256,34575.30859375,7080.5,4202.0400390625,13736.48046875,0.06,4.79932,0.1,1.6
2021-06-02,1.4157087802886963,34600.37890625,7108.0,4208.1201171875,13756.330078125,0.06,4.79932,0.1,1.6
2021-06-03,1.4171934127807615,34577.0390625,7064.39990234375,4192.85009765625,13614.509765625,0.06,4.79932,0.1,1.6
2021-06-04,1.4109944105148315,34756.390625,7069.0,4229.89013671875,13814.490234375,0.06,4.79932,0.1,1.6
2021-06-07,1.4164307117462158,34630.23828125,7077.2001953125,4226.52001953125,13881.7197265625,0.06,4.79932,0.1,1.6
2021-06-08,1.41765558719635,34599.8203125,7095.10009765625,4227.259765625,13924.91015625,0.06,4.79932,0.1,1.6
2021-06-09,1.414987564086914,34447.140625,7081.0,4219.5498046875,13911.75,0.06,4.79932,0.1,1.6
2021-06-10,1.4112334251403809,34466.23828125,7088.2001953125,4239.18017578125,14020.330078125,0.06,5.87288,0.1,1.6
2021-06-11,1.4170126914978027,34479.6015625,7134.10009765625,4247.43994140625,14069.419921875,0.06,5.87288,0.1,1.6
2021-06-14,1.411930799484253,34393.75,7146.7001953125,4255.14990234375,14174.1396484375,0.06,5.87288,0.1,1.6
2021-06-15,1.4109944105148315,34299.328125,7172.5,4246.58984375,14072.8603515625,0.06,5.87288,0.1,1.6
2021-06-16,1.4081531763076782,34033.671875,7185.0,4223.7001953125,14039.6796875,0.06,5.87288,0.1,2.1
2021-06-17,1.3990709781646729,33823.44921875,7153.39990234375,4221.85986328125,14161.349609375,0.1,5.87288,0.1,2.1
2021-06-18,1.3938642740249634,33290.078125,7017.5,4166.4501953125,14030.3798828125,0.1,5.87288,0.1,2.1
2021-06-21,1.381711721420288,33876.96875,7062.2998046875,4224.7900390625,14141.48046875,0.1,5.87288,0.1,2.1
2021-06-22,1.392540454864502,33945.578125,7090.0,4246.43994140625,14253.26953125,0.1,5.87288,0.1,2.1
2021-06-23,1.3949919939041138,33874.23828125,7074.10009765625,4241.83984375,14271.73046875,0.1,5.87288,0.1,2.1
2021-06-24,1.3967455625534058,34196.8203125,7110.0,4266.490234375,14369.7099609375,0.1,5.87288,0.1,2.1
2021-06-25,1.3916915655136108,34433.83984375,7136.10009765625,4280.7001953125,14360.3896484375,0.1,5.87288,0.1,2.1
2021-06-28,1.389506459236145,34283.26953125,7073.0,4290.60986328125,14500.509765625,0.1,5.87288,0.1,2.1
2021-06-29,1.387905836105347,34292.2890625,7087.60009765625,4291.7998046875,14528.330078125,0.1,5.87288,0.1,2.1
2021-06-30,1.3842746019363403,34502.51171875,7037.5,4297.5,14503.9501953125,0.08,5.87288,0.1,2.1
2021-07-01,1.3829153776168823,34633.53125,7125.2001953125,4319.93994140625,14522.3798828125,0.1,5.87288,0.1,2.1
2021-07-02,1.3759511709213257,34786.3515625,7123.2998046875,4352.33984375,14639.330078125,0.1,5.87288,0.1,2.1
2021-07-06,1.3856172561645508,34577.37109375,7100.89990234375,4343.5400390625,14663.6396484375,0.1,5.87288,0.1,2.1
2021-07-07,1.3805670738220217,34681.7890625,7151.0,4358.1298828125,14665.0595703125,0.1,5.87288,0.1,2.1
2021-07-08,1.3801099061965942,34421.9296875,7030.7001953125,4320.81982421875,14559.7802734375,0.1,5.87288,0.1,2.1
2021-07-09,1.3790820837020874,34870.16015625,7121.89990234375,4369.5498046875,14701.919921875,0.1,5.87288,0.1,2.1
2021-07-12,1.3899506330490112,34996.1796875,7125.39990234375,4384.6298828125,14733.240234375,0.1,5.87288,0.1,2.1
2021-07-13,1.3886960744857788,34888.7890625,7124.7001953125,4369.2099609375,14677.650390625,0.1,6.31292,0.1,2.1
2021-07-14,1.3806052207946775,34933.23046875,7091.2001953125,4374.2998046875,14644.9501953125,0.1,6.31292,0.1,2.4
2021-07-15,1.385809302330017,34987.01953125,7012.0,4360.02978515625,14543.1298828125,0.1,6.31292,0.1,2.4
2021-07-16,1.3829728364944458,34687.8515625,7008.10009765625,4327.16015625,14427.240234375,0.1,6.31292,0.1,2.4
2021-07-19,1.376386642456055,33962.0390625,6844.39990234375,4258.490234375,14274.98046875,0.1,6.31292,0.1,2.4
2021-07-20,1.3669979572296145,34511.98828125,6881.10009765625,4323.06005859375,14498.8798828125,0.1,6.31292,0.1,2.4
2021-07-21,1.3633265495300293,34798.0,6998.2998046875,4358.68994140625,14631.9501953125,0.1,6.31292,0.1,2.4
2021-07-22,1.3714035749435425,34823.3515625,6968.2998046875,4367.47998046875,14684.599609375,0.1,6.31292,0.1,2.4
2021-07-23,1.377389669418335,35061.55078125,7027.60009765625,4411.7900390625,14836.990234375,0.1,6.31292,0.1,2.4
2021-07-26,1.3757808208465576,35144.30859375,7025.39990234375,4422.2998046875,14840.7099609375,0.1,6.31292,0.1,2.4
2021-07-27,1.3829153776168823,35058.51953125,6996.10009765625,4401.4599609375,14660.580078125,0.1,6.31292,0.1,2.4
2021-07-28,1.3882719278335571,34930.9296875,7016.60009765625,4400.64013671875,14762.580078125,0.1,6.31292,0.1,2.4
2021-07-29,1.3906852006912231,35084.53125,7078.39990234375,4419.14990234375,14778.259765625,0.1,6.31292,0.1,2.4
2021-07-30,1.3964334726333618,34935.46875,7032.2998046875,4395.259765625,14672.6796875,0.07,6.31292,0.1,2.4
2021-08-02,1.3896223306655884,34838.16015625,7081.7001953125,4387.16015625,14681.0703125,0.1,6.31292,0.1,2.4
2021-08-03,1.389274835586548,35116.3984375,7105.7001953125,4423.14990234375,14761.2900390625,0.1,6.31292,0.1,2.4
2021-08-04,1.391788363456726,34792.671875,7123.89990234375,4402.66015625,14780.5302734375,0.1,6.31292,0.1,2.4
2021-08-05,1.389043211936951,35064.25,7120.39990234375,4429.10009765625,14895.1201171875,0.1,6.31292,0.1,2.4
2021-08-06,1.3927576541900637,35208.51171875,7123.0,4436.52001953125,14835.759765625,0.1,6.31292,0.1,2.4
2021-08-09,1.3868471384048462,35101.8515625,7132.2998046875,4432.35009765625,14860.1796875,0.1,6.31292,0.1,2.4
2021-08-10,1.384907364845276,35264.671875,7161.0,4436.75,14788.08984375,0.1,6.31292,0.1,2.4
2021-08-11,1.3836042881011963,35484.96875,7220.10009765625,4442.41015625,14765.1396484375,0.1,6.24766,0.1,2.4
2021-08-12,1.386693239212036,35499.8515625,7193.2001953125,4460.830078125,14816.259765625,0.1,6.24766,0.1,2.4
2021-08-13,1.3811582326889038,35515.37890625,7218.7001953125,4468.0,14822.900390625,0.1,6.24766,0.1,2.4
2021-08-16,1.3863856792449951,35625.3984375,7154.0,4479.7099609375,14793.759765625,0.1,6.24766,0.1,2.4
2021-08-17,1.3842746019363403,35343.28125,7181.10009765625,4448.080078125,14656.1796875,0.1,6.24766,0.1,2.4
2021-08-18,1.3740416765213013,34960.69140625,7169.2998046875,4400.27001953125,14525.91015625,0.09,6.24766,0.1,2.1
2021-08-19,1.3743815422058103,34894.12109375,7058.89990234375,4405.7998046875,14541.7900390625,0.09,6.24766,0.1,2.1
2021-08-20,1.36308491230011,35120.078125,7087.89990234375,4441.669921875,14714.66015625,0.09,6.24766,0.1,2.1
2021-08-23,1.3625277280807495,35335.7109375,7109.0,4479.52978515625,14942.650390625,0.09,6.24766,0.1,2.1
2021-08-24,1.37247633934021,35366.26171875,7125.7998046875,4486.22998046875,15019.7998046875,0.09,6.24766,0.1,2.1
2021-08-25,1.3725517988204956,35405.5,7150.10009765625,4496.18994140625,15041.8603515625,0.09,6.24766,0.1,2.1
2021-08-26,1.3766520023345947,35213.12109375,7125.0,4470.0,14945.8095703125,0.09,6.24766,0.1,2.1
2021-08-27,1.3702384233474731,35455.80078125,7148.0,4509.3701171875,15129.5,0.08,6.24766,0.1,2.1
2021-08-31,1.376045823097229,35360.73046875,7119.7001953125,4522.68017578125,15259.240234375,0.06,6.24766,0.1,2.1
2021-09-01,1.3753398656845093,35312.53125,7149.7998046875,4524.08984375,15309.3798828125,0.08,6.24766,0.1,2.1
2021-09-02,1.3771638870239258,35443.8203125,7163.89990234375,4536.9501953125,15331.1796875,0.08,6.24766,0.1,2.1
2021-09-03,1.383680820465088,35369.08984375,7138.39990234375,4535.43017578125,15363.51953125,0.08,6.24766,0.1,2.1
2021-09-07,1.3839489221572876,35100.0,7149.39990234375,4520.02978515625,15374.330078125,0.08,6.24766,0.1,2.1
2021-09-08,1.3779798746109009,35031.0703125,7095.5,4514.06982421875,15286.6396484375,0.08,6.24766,0.1,2.1
2021-09-09,1.3767657279968262,34879.37890625,7024.2001953125,4493.27978515625,15248.25,0.08,6.24766,0.1,2.1
2021-09-10,1.3839681148529053,34607.71875,7029.2001953125,4458.580078125,15115.490234375,0.08,6.24766,0.1,2.1
2021-09-13,1.3840830326080322,34869.62890625,7068.39990234375,4468.72998046875,15105.580078125,0.08,6.24766,0.1,2.1
2021-09-14,1.3838149309158323,34577.5703125,7034.10009765625,4443.0498046875,15037.759765625,0.08,6.0671,0.1,2.1
2021-09-15,1.381024718284607,34814.390625,7016.5,4480.7001953125,15161.5302734375,0.08,6.0671,0.1,3.0
2021-09-16,1.3848881721496582,34751.3203125,7027.5,4473.75,15181.919921875,0.08,6.0671,0.1,3.0
2021-09-17,1.3797005414962769,34584.87890625,6963.60009765625,4432.990234375,15043.9697265625,0.08,6.0671,0.1,3.0
2021-09-20,1.3729662895202637,33970.46875,6903.89990234375,4357.72998046875,14713.900390625,0.08,6.0671,0.1,3.0
2021-09-21,1.366269588470459,33919.83984375,6981.0,4354.18994140625,14746.400390625,0.08,6.0671,0.1,3.0
2021-09-22,1.3657469749450684,34258.3203125,7083.39990234375,4395.64013671875,14896.849609375,0.08,6.0671,0.1,3.0
2021-09-23,1.3617113828659058,34764.8203125,7078.39990234375,4448.97998046875,15052.240234375,0.08,6.0671,0.1,3.0
2021-09-24,1.3722503185272217,34798.0,7051.5,4455.47998046875,15047.7001953125,0.08,6.0671,0.1,3.0
2021-09-27,1.3669044971466064,34869.37109375,7063.39990234375,4443.10986328125,14969.9697265625,0.08,6.0671,0.1,3.0
2021-09-28,1.3701633214950562,34299.98828125,7028.10009765625,4352.6298828125,14546.6796875,0.08,6.0671,0.1,3.0
2021-09-29,1.354224443435669,34390.71875,7108.2001953125,4359.4599609375,14512.4404296875,0.08,6.0671,0.1,3.0
2021-09-30,1.3426424264907837,33843.921875,7086.39990234375,4307.5400390625,14448.580078125,0.06,6.0671,0.1,3.0
2021-10-01,1.346982717514038,34326.4609375,7027.10009765625,4357.0400390625,14566.7001953125,0.08,6.0671,0.1,3.0
2021-10-04,1.3570915460586548,34002.921875,7011.0,4300.4599609375,14255.48046875,0.08,6.0671,0.1,3.0
2021-10-05,1.3607479333877563,34314.671875,7077.10009765625,4345.72021484375,14433.830078125,0.08,6.0671,0.1,3.0
2021-10-06,1.3627691268920898,34416.98828125,6995.89990234375,4363.5498046875,14501.91015625,0.08,6.0671,0.1,3.0
2021-10-07,1.3592127561569214,34754.94140625,7078.0,4399.759765625,14654.01953125,0.08,6.0671,0.1,3.0
2021-10-08,1.3620266914367676,34746.25,7095.60009765625,4391.33984375,14579.5400390625,0.08,6.0671,0.1,3.0
2021-10-11,1.361655831336975,34496.05859375,7146.89990234375,4361.18994140625,14486.2001953125,0.08,6.0671,0.1,3.0
2021-10-12,1.3590649366378784,34378.33984375,7130.2001953125,4350.64990234375,14465.919921875,0.08,6.0671,0.1,3.0
2021-10-13,1.3578838109970093,34377.80859375,7141.7998046875,4363.7998046875,14571.6396484375,0.08,6.14182,0.1,3.0
2021-10-14,1.366923213005066,34912.55859375,7207.7001953125,4438.259765625,14823.4296875,0.08,6.14182,0.1,3.0
2021-10-15,1.3668859004974363,35294.76171875,7234.0,4471.3701171875,14897.33984375,0.08,6.14182,0.1,3.0
2021-10-18,1.376159429550171,35258.609375,7203.7998046875,4486.4599609375,15021.8095703125,0.08,6.14182,0.1,3.0
2021-10-19,1.373645305633545,35457.30859375,7217.5,4519.6298828125,15129.08984375,0.08,6.14182,0.1,3.0
2021-10-20,1.3793197870254517,35609.33984375,7223.10009765625,4536.18994140625,15121.6796875,0.08,6.14182,0.1,2.9
2021-10-21,1.3822999000549316,35603.078125,7190.2998046875,4549.77978515625,15215.7001953125,0.08,6.14182,0.1,2.9
2021-10-22,1.379120111465454,35677.01953125,7204.60009765625,4544.89990234375,15090.2001953125,0.08,6.14182,0.1,2.9
2021-10-25,1.3762730360031128,35741.1484375,7222.7998046875,4566.47998046875,15226.7099609375,0.08,6.14182,0.1,2.9
2021-10-26,1.37644362449646,35756.87890625,7277.60009765625,4574.7900390625,15235.7099609375,0.08,6.14182,0.1,2.9
2021-10-27,1.3766140937805176,35490.69140625,7253.2998046875,4551.68017578125,15235.83984375,0.08,6.14182,0.1,2.9
2021-10-28,1.3732868432998655,35730.48046875,7249.5,4596.419921875,15448.1201171875,0.08,6.14182,0.1,2.9
2021-10-29,1.380071759223938,35819.55859375,7237.60009765625,4605.3798828125,15498.3896484375,0.07,6.14182,0.1,2.9
2021-11-01,1.36832594871521,35913.83984375,7288.60009765625,4613.669921875,15595.919921875,0.08,6.14182,0.1,2.9
2021-11-02,1.365541934967041,36052.62890625,7274.7998046875,4630.64990234375,15649.599609375,0.08,6.14182,0.1,2.9
2021-11-03,1.3617392778396606,36157.578125,7248.89990234375,4660.56982421875,15811.580078125,0.08,6.14182,0.1,2.9
2021-11-04,1.3694878816604614,36124.23046875,7279.89990234375,4680.06005859375,15940.3095703125,0.08,6.14182,0.1,2.9
2021-11-05,1.3508602380752563,36327.94921875,7304.0,4697.52978515625,15971.58984375,0.08,6.14182,0.1,2.9
2021-11-08,1.349127173423767,36432.21875,7300.39990234375,4701.7001953125,15982.3603515625,0.08,6.14182,0.1,2.9
2021-11-09,1.3564507961273191,36319.98046875,7274.0,4685.25,15886.5400390625,0.08,6.14182,0.1,2.9
2021-11-10,1.3560001850128174,36079.94140625,7340.2001953125,4646.7099609375,15622.7099609375,0.08,7.14818,0.1,2.9
2021-11-11,1.3412736654281616,35921.23046875,7384.2001953125,4649.27001953125,15704.2802734375,0.08,7.14818,0.1,2.9
2021-11-12,1.3366482257843018,36100.30859375,7347.89990234375,4682.85009765625,15860.9599609375,0.08,7.14818,0.1,2.9
2021-11-15,1.341705560684204,36087.44921875,7351.89990234375,4682.7998046875,15853.849609375,0.08,7.14818,0.1,2.9
2021-11-16,1.3408420085906982,36142.21875,7327.0,4700.89990234375,15973.8603515625,0.08,7.14818,0.1,2.9
2021-11-17,1.3424620628356934,35931.05078125,7291.2001953125,4688.669921875,15921.5703125,0.08,7.14818,0.1,3.8
2021-11-18,1.34916353225708,35870.94921875,7256.0,4704.5400390625,15993.7099609375,0.08,7.14818,0.1,3.8
2021-11-19,1.3499648571014404,35601.98046875,7223.60009765625,4697.9599609375,16057.4404296875,0.08,7.14818,0.1,3.8
2021-11-22,1.3434540033340454,35619.25,7255.5,4682.93994140625,15854.759765625,0.08,7.14818,0.1,3.8
2021-11-23,1.3397642374038696,35813.80078125,7266.7001953125,4690.7001953125,15775.1396484375,0.08,7.14818,0.1,3.8
2021-11-24,1.337595820426941,35804.37890625,7286.2998046875,4701.4599609375,15845.23046875,0.08,7.14818,0.1,3.8
2021-11-26,1.331416130065918,34899.33984375,7044.0,4594.6201171875,15491.66015625,0.08,7.14818,0.1,3.8
2021-11-29,1.334098219871521,35135.94140625,7110.0,4655.27001953125,15782.830078125,0.08,7.14818,0.1,3.8
2021-11-30,1.3315047025680542,34483.71875,7059.5,4567.0,15537.6904296875,0.07,7.14818,0.1,3.8
2021-12-01,1.3295927047729492,34022.0390625,7168.7001953125,4513.0400390625,15254.0498046875,0.08,7.14818,0.1,3.8
2021-12-02,1.3280000686645508,34639.7890625,7129.2001953125,4577.10009765625,15381.3203125,0.08,7.14818,0.1,3.8
2021-12-03,1.3299994468688965,34580.078125,7122.2998046875,4538.43017578125,15085.4697265625,0.08,7.14818,0.1,3.8
2021-12-06,1.3237318992614746,35227.03125,7232.2998046875,4591.669921875,15225.150390625,0.08,7.14818,0.1,3.8
2021-12-07,1.326435923576355,35719.4296875,7339.89990234375,4686.75,15686.919921875,0.08,7.14818,0.1,3.8
2021-12-08,1.3246086835861206,35754.75,7337.39990234375,4701.2099609375,15786.990234375,0.08,7.14818,0.1,3.8
2021-12-09,1.3210039138793943,35754.69140625,7321.2998046875,4667.4501953125,15517.3701171875,0.08,7.14818,0.1,3.8
2021-12-10,1.3224014043807983,35970.98828125,7291.7998046875,4712.02001953125,15630.599609375,0.08,7.79838,0.1,3.8
2021-12-13,1.3257148265838623,35650.94921875,7231.39990234375,4668.97021484375,15413.2802734375,0.08,7.79838,0.1,3.8
2021-12-14,1.3213530778884888,35544.1796875,7218.60009765625,4634.08984375,15237.6396484375,0.08,7.79838,0.1,3.8
2021-12-15,1.323050618171692,35927.4296875,7170.7998046875,4709.85009765625,15565.580078125,0.08,7.79838,0.1,4.6
2021-12-16,1.3263126611709597,35897.640625,7260.60009765625,4668.669921875,15180.4296875,0.08,7.79838,0.25,4.6
2021-12-17,1.3323739767074585,35365.44140625,7269.89990234375,4620.64013671875,15169.6796875,0.08,7.79838,0.25,4.6
2021-12-20,1.3229438066482544,34932.16015625,7198.0,4568.02001953125,14980.9404296875,0.08,7.79838,0.25,4.6
2021-12-21,1.3210004568099976,35492.69921875,7297.39990234375,4649.22998046875,15341.08984375,0.08,7.79838,0.25,4.6
2021-12-22,1.3269639015197754,35753.890625,7341.7001953125,4696.56005859375,15521.8896484375,0.08,7.79838,0.25,4.6
2021-12-23,1.3352025747299194,35950.55859375,7373.2998046875,4725.7900390625,15653.3701171875,0.08,7.79838,0.25,4.6
2021-12-29,1.3433277606964111,36488.62890625,7420.7001953125,4793.06005859375,15766.2197265625,0.08,7.79838,0.25,4.6
2021-12-30,1.349879264831543,36398.078125,7403.0,4778.72998046875,15741.5595703125,0.08,7.79838,0.25,4.6
2021-12-31,1.349837303161621,36338.30078125,7384.5,4766.18017578125,15644.9697265625,0.07,7.79838,0.25,4.6
2022-01-04,1.3483266830444336,36799.6484375,7505.2001953125,4793.5400390625,15622.7197265625,0.08,7.79838,0.25,4.6
2022-01-05,1.353143334388733,36407.109375,7516.89990234375,4700.580078125,15100.169921875,0.08,7.79838,0.25,4.6
2022-01-06,1.3555645942687988,36236.46875,7450.39990234375,4696.0498046875,15080.8603515625,0.08,7.79838,0.25,4.6
2022-01-07,1.353363037109375,36231.66015625,7485.2998046875,4677.02978515625,14935.900390625,0.08,7.79838,0.25,4.6
2022-01-10,1.3592311143875122,36068.87109375,7445.2998046875,4670.2900390625,14942.830078125,0.08,7.79838,0.25,4.6
2022-01-11,1.3580313920974731,36252.01953125,7491.39990234375,4713.06982421875,15153.4501953125,0.08,7.79838,0.25,4.6
2022-01-12,1.3633265495300293,36290.3203125,7551.7001953125,4726.35009765625,15188.3896484375,0.08,8.00596,0.25,4.6
2022-01-13,1.3709993362426758,36113.62109375,7563.89990234375,4659.02978515625,14806.8095703125,0.08,8.00596,0.25,4.6
2022-01-14,1.3713659048080444,35911.80859375,7543.0,4662.85009765625,14893.75,0.08,8.00596,0.25,4.6
2022-01-18,1.364800214767456,35368.46875,7563.60009765625,4577.10986328125,14506.900390625,0.08,8.00596,0.25,4.6
2022-01-19,1.3600261211395264,35028.6484375,7589.7001953125,4532.759765625,14340.259765625,0.08,8.00596,0.25,4.8
2022-01-20,1.360858917236328,34715.390625,7585.0,4482.72998046875,14154.01953125,0.08,8.00596,0.25,4.8
2022-01-21,1.359767198562622,34265.37109375,7494.10009765625,4397.93994140625,13768.919921875,0.08,8.00596,0.25,4.8
2022-01-24,1.3555830717086792,34364.5,7297.2001953125,4410.1298828125,13855.1298828125,0.08,8.00596,0.25,4.8
2022-01-25,1.3489269018173218,34297.73046875,7371.5,4356.4501953125,13539.2900390625,0.08,8.00596,0.25,4.8
2022-01-26,1.3510775566101074,34168.08984375,7469.7998046875,4349.93017578125,13542.1201171875,0.08,8.00596,0.25,4.8
2022-01-27,1.3468012809753418,34160.78125,7554.2998046875,4326.509765625,13352.7802734375,0.08,8.00596,0.25,4.8
2022-01-28,1.3388315439224243,34725.46875,7466.10009765625,4431.85009765625,13770.5703125,0.08,8.00596,0.25,4.8
2022-01-31,1.3403388261795044,35131.859375,7464.39990234375,4515.5498046875,14239.8798828125,0.08,8.00596,0.25,4.8
2022-02-01,1.3445378541946411,35405.23828125,7535.7998046875,4546.5400390625,14346.0,0.08,8.00596,0.25,4.8
2022-02-02,1.352539300918579,35629.328125,7583.0,4589.3798828125,14417.5498046875,0.08,8.00596,0.25,4.8
2022-02-03,1.3565024137496948,35111.16015625,7528.7998046875,4477.43994140625,13878.8203125,0.08,8.00596,0.5,4.8
2022-02-04,1.359841227531433,35089.73828125,7516.39990234375,4500.52978515625,14098.009765625,0.08,8.00596,0.5,4.8
2022-02-07,1.3533447980880735,35091.12890625,7573.5,4483.8701171875,14015.669921875,0.08,8.00596,0.5,4.8
2022-02-08,1.353780746459961,35462.78125,7567.10009765625,4521.5400390625,14194.4501953125,0.08,8.00596,0.5,4.8
2022-02-09,1.3547565937042236,35768.05859375,7643.39990234375,4587.18017578125,14490.3701171875,0.08,8.00596,0.5,4.8
2022-02-10,1.3533265590667725,35241.58984375,7672.39990234375,4504.080078125,14185.6396484375,0.08,8.50315,0.5,4.8
2022-02-11,1.3551788330078125,34738.05859375,7661.0,4418.64013671875,13791.150390625,0.08,8.50315,0.5,4.8
2022-02-14,1.3569625616073608,34566.171875,7531.60009765625,4401.669921875,13790.919921875,0.08,8.50315,0.5,4.8
2022-02-15,1.3532898426055908,34988.83984375,7608.89990234375,4471.06982421875,14139.759765625,0.08,8.50315,0.5,4.8
2022-02-16,1.3541145324707031,34934.26953125,7603.7998046875,4475.009765625,14124.08984375,0.08,8.50315,0.5,4.9
2022-02-17,1.3584926128387451,34312.03125,7537.39990234375,4380.259765625,13716.7197265625,0.08,8.50315,0.5,4.9
2022-02-18,1.3618782758712769,34079.1796875,7513.60009765625,4348.8701171875,13548.0703125,0.08,8.50315,0.5,4.9
2022-02-22,1.3596007823944092,33596.609375,7494.2001953125,4304.759765625,13381.51953125,0.08,8.50315,0.5,4.9
2022-02-23,1.3589357137680054,33131.76171875,7498.2001953125,4225.5,13037.490234375,0.08,8.50315,0.5,4.9
2022-02-24,1.3545730113983154,33223.828125,7207.0,4288.7001953125,13473.58984375,0.08,8.50315,0.5,4.9
2022-02-25,1.337327480316162,34058.75,7489.5,4384.64990234375,13694.6201171875,0.08,8.50315,0.5,4.9
2022-02-28,1.337327480316162,33892.6015625,7458.2998046875,4373.93994140625,13751.400390625,0.08,8.50315,0.5,4.9
2022-03-01,1.3422818183898926,33294.94921875,7330.2001953125,4306.259765625,13532.4599609375,0.08,8.50315,0.5,4.9
2022-03-02,1.3335111141204834,33891.3515625,7429.60009765625,4386.5400390625,13752.01953125,0.08,8.50315,0.5,4.9
2022-03-03,1.33969247341156,33794.66015625,7238.89990234375,4363.490234375,13537.9404296875,0.08,8.50315,0.5,4.9
2022-03-04,1.3350956439971924,33614.80078125,6987.10009765625,4328.8701171875,13313.4404296875,0.08,8.50315,0.5,4.9
2022-03-07,1.3212482929229736,32817.37890625,6959.5,4201.08984375,12830.9599609375,0.08,8.50315,0.5,4.9
2022-03-08,1.311229586601257,32632.640625,6964.10009765625,4170.7001953125,12795.5498046875,0.08,8.50315,0.5,4.9
2022-03-09,1.3099292516708374,33286.25,7190.7001953125,4277.8798828125,13255.5498046875,0.08,8.50315,0.5,4.9
2022-03-10,1.3185653686523438,33174.0703125,7099.10009765625,4259.52001953125,13129.9599609375,0.08,8.94533,0.5,4.9
2022-03-11,1.3103240728378296,32944.19140625,7155.60009765625,4204.31005859375,12843.8095703125,0.08,8.94533,0.5,4.9
2022-03-14,1.3050298690795898,32945.23828125,7193.5,4173.10986328125,12581.2197265625,0.08,8.94533,0.5,4.9
2022-03-15,1.3011853694915771,33544.33984375,7175.7001953125,4262.4501953125,12948.6201171875,0.08,8.94533,0.5,4.9
2022-03-16,1.304648518562317,34063.1015625,7291.7001953125,4357.85986328125,13436.5498046875,0.08,8.94533,0.5,4.9
2022-03-17,1.3141123056411743,34480.76171875,7385.2998046875,4411.669921875,13614.7802734375,0.33,8.94533,0.75,4.9
2022-03-18,1.3160406351089478,34754.9296875,7404.7001953125,4463.1201171875,13893.83984375,0.33,8.94533,0.75,4.9
2022-03-21,1.316083908081055,34552.98828125,7442.39990234375,4461.18017578125,13838.4599609375,0.33,8.94533,0.75,4.9
2022-03-22,1.3168290853500366,34807.4609375,7476.7001953125,4511.60986328125,14108.8203125,0.33,8.94533,0.75,4.9
2022-03-23,1.3266470432281494,34358.5,7460.60009765625,4456.240234375,13922.599609375,0.33,8.94533,0.75,5.5
2022-03-24,1.3206027746200562,34707.94140625,7467.39990234375,4520.16015625,14191.83984375,0.33,8.94533,0.75,5.5
2022-03-25,1.3195745944976809,34861.23828125,7483.39990234375,4543.06005859375,14169.2998046875,0.33,8.94533,0.75,5.5
2022-03-28,1.317627191543579,34955.890625,7473.10009765625,4575.52001953125,14354.900390625,0.33,8.94533,0.75,5.5
2022-03-29,1.3103584051132202,35294.19140625,7537.2998046875,4631.60009765625,14619.6396484375,0.33,8.94533,0.75,5.5
2022-03-30,1.3093804121017456,35228.80859375,7578.7998046875,4602.4501953125,14442.26953125,0.33,8.94533,0.75,5.5
2022-03-31,1.3138878345489502,34678.3515625,7515.7001953125,4530.41015625,14220.51953125,0.33,8.94533,0.75,5.5
2022-04-01,1.314699649810791,34818.26953125,7537.89990234375,4545.85986328125,14261.5,0.33,8.94533,0.75,5.5
2022-04-04,1.3103755712509155,34921.87890625,7558.89990234375,4582.64013671875,14532.5498046875,0.33,8.94533,0.75,5.5
2022-04-05,1.3114582300186155,34641.1796875,7613.7001953125,4525.1201171875,14204.169921875,0.33,8.94533,0.75,5.5
2022-04-06,1.3077365159988403,34496.51171875,7587.7001953125,4481.14990234375,13888.8203125,0.33,8.94533,0.75,5.5
2022-04-07,1.307206630706787,34583.5703125,7551.7998046875,4500.2099609375,13897.2998046875,0.33,8.94533,0.75,5.5
2022-04-08,1.3069332838058472,34721.12109375,7669.60009765625,4488.27978515625,13711.0,0.33,8.94533,0.75,5.5
2022-04-11,1.303220272064209,34308.078125,7618.2998046875,4412.52978515625,13411.9599609375,0.33,8.94533,0.75,5.5
2022-04-12,1.3024225234985352,34220.359375,7576.7001953125,4397.4501953125,13371.5703125,0.33,9.75365,0.75,5.5
2022-04-13,1.3002548217773438,34564.58984375,7580.7998046875,4446.58984375,13643.58984375,0.33,9.75365,0.75,6.2
2022-04-14,1.312026023864746,34451.23046875,7616.39990234375,4392.58984375,13351.080078125,0.33,9.75365,0.75,6.2
2022-04-19,1.3009822368621826,34911.19921875,7601.2998046875,4462.2099609375,13619.66015625,0.33,9.75365,0.75,6.2
2022-04-20,1.301371693611145,35160.7890625,7629.2001953125,4459.4501953125,13453.0703125,0.33,9.75365,0.75,6.2
