,epochs,batch_size,learning_rate,units,units2,activation1,activation2,mse,rmse,mae
371,50,32,0.01,32,64,relu,tanh,9.846928686851421e-06,0.0031379816262769003,0.002408214946972631
1104,100,32,0.01,32,64,tanh,relu,9.849585556458027e-06,0.003138404938254149,0.002413405035248856
990,100,32,0.001,16,64,relu,relu,9.903723600362504e-06,0.0031470182078218905,0.002587444179488872
549,50,64,0.001,64,32,relu,relu,9.927079096639828e-06,0.0031507267568990855,0.0027175885884051097
303,50,32,0.001,64,16,tanh,relu,9.945281621352004e-06,0.0031536140571338154,0.0028157152727647686
1232,100,64,0.001,16,32,tanh,tanh,9.94864327559054e-06,0.0031541469965096014,0.0027545803165671
515,50,64,0.001,32,16,relu,tanh,9.966252465350631e-06,0.0031569371969284773,0.002689599125494375
263,50,32,0.001,16,64,relu,tanh,1.0004847418537385e-05,0.0031630440114765058,0.002683898658256776
546,50,64,0.001,64,16,tanh,relu,1.0006476946862703e-05,0.003163301589615303,0.002728622194092292
8,50,16,0.001,16,16,tanh,tanh,1.0013590722089908e-05,0.003164425812385228,0.0027892381577803355
472,50,32,0.1,64,32,sigmoid,sigmoid,1.0016377021124316e-05,0.0031648660352571506,0.0024545264527930737
255,50,32,0.001,16,32,sigmoid,relu,1.001939915350695e-05,0.003165343449533865,0.002688572155093636
502,50,64,0.001,16,32,tanh,sigmoid,1.0083724861029694e-05,0.003175488129568381,0.0028127951283711235
518,50,64,0.001,32,16,sigmoid,tanh,1.0089690998745478e-05,0.0031764273954783665,0.0027436901923135314
302,50,32,0.001,64,16,sigmoid,tanh,1.0116602847953035e-05,0.003180660756502182,0.002741085485615831
693,50,64,0.1,32,64,relu,relu,1.0164092787631463e-05,0.0031881174362986477,0.0021912367516643367
248,50,32,0.001,16,16,sigmoid,tanh,1.0218830527042018e-05,0.0031966905585373785,0.002731590697906579
501,50,64,0.001,16,32,tanh,relu,1.0223252700091646e-05,0.003197382163597534,0.0025940913327961905
1254,100,64,0.001,32,32,sigmoid,relu,1.0266543872651372e-05,0.0032041447958310767,0.00273812322924655
530,50,64,0.001,32,32,tanh,tanh,1.0338317245398623e-05,0.003215325371622384,0.0027990742354860924
177,50,16,0.1,16,32,tanh,relu,1.0344192292411359e-05,0.003216238842563058,0.002434710559522891
297,50,32,0.001,64,16,relu,relu,1.0351692607810253e-05,0.0032174046384951726,0.0027864490232415583
