,epochs,batch_size,learning_rate,units,units2,activation1,activation2,mse,rmse,mae
360,50,32,0.01,32,32,relu,relu,2.826077302314914e-06,0.0016810940789601617,0.001279846613389636
93,50,16,0.01,16,32,sigmoid,relu,2.831776192293165e-06,0.0016827882196798162,0.0013376533015220478
284,50,32,0.001,32,32,sigmoid,tanh,2.8422310423426314e-06,0.0016858917647176023,0.0013617629611963986
87,50,16,0.01,16,16,tanh,relu,2.8464534334541275e-06,0.0016871435722706375,0.0012478704879586987
40,50,16,0.001,32,32,sigmoid,sigmoid,2.864891418484592e-06,0.0016925990129042945,0.0013658788269409231
688,50,64,0.1,32,32,sigmoid,sigmoid,2.8674487942291872e-06,0.0016933543026281261,0.0012633679514034953
1032,100,32,0.001,64,16,tanh,relu,2.86805451597168e-06,0.0016935331458143004,0.0014547546653398123
857,100,16,0.01,32,64,relu,tanh,2.8695235876562993e-06,0.0016939668201167045,0.001316382965749034
854,100,16,0.01,32,32,tanh,tanh,2.8760965253816835e-06,0.0016959058126504796,0.00138587744632271
559,50,64,0.001,64,64,relu,sigmoid,2.8799001049861138e-06,0.001697026842741774,0.0013773081196880056
1268,100,64,0.001,32,64,tanh,tanh,2.8827312070421134e-06,0.001697860773750932,0.001345856651427743
1086,100,32,0.01,32,16,tanh,relu,2.8863034276173587e-06,0.0016989124249405438,0.001390422159539705
390,50,32,0.01,64,32,sigmoid,relu,2.8952869614124793e-06,0.0017015542781270538,0.0013158453124940443
868,100,16,0.01,64,16,sigmoid,sigmoid,2.9000891271467553e-06,0.0017029648050229209,0.0014896352116506764
367,50,32,0.01,32,32,tanh,sigmoid,2.904865412304636e-06,0.0017043665721624079,0.0013479625649109727
828,100,16,0.01,16,64,relu,relu,2.906497141307835e-06,0.0017048451957018956,0.0015267377969950186
1353,100,64,0.01,64,16,sigmoid,relu,2.9074847453353723e-06,0.0017051348173488723,0.0014263923605039562
810,100,16,0.01,16,16,relu,relu,2.909048448345697e-06,0.0017055932833901807,0.0012927694417938097
752,100,16,0.001,16,64,sigmoid,tanh,2.911015397896049e-06,0.0017061698033595744,0.0014044994248725681
430,50,32,0.1,16,64,tanh,sigmoid,2.9113058105742846e-06,0.0017062549078535377,0.0014248929970062977
877,100,16,0.01,64,32,sigmoid,sigmoid,2.9123938602414125e-06,0.0017065737195449285,0.0014749666069959948
705,50,64,0.1,64,16,sigmoid,relu,2.9179263482909816e-06,0.0017081938848652345,0.0013145087555491467
263,50,32,0.001,16,64,relu,tanh,2.919324042722544e-06,0.0017086029505776186,0.0014210158046424747
1123,100,32,0.01,64,32,tanh,sigmoid,2.9206643380957273e-06,0.001708995125240481,0.0013424812361326561
140,50,16,0.01,64,16,sigmoid,tanh,2.924215520785559e-06,0.0017100337776738677,0.0012930050730417433
344,50,32,0.01,16,64,relu,tanh,2.9258533677817163e-06,0.001710512603806741,0.0013366544213125934
1087,100,32,0.01,32,16,tanh,sigmoid,2.9284297652281573e-06,0.001711265544919361,0.001408051423735375
1076,100,32,0.01,16,64,sigmoid,tanh,2.931007956006122e-06,0.00171201867863821,0.0013103265340124954
1301,100,64,0.01,16,16,sigmoid,tanh,2.935437264343216e-06,0.001713311782584599,0.0012990591153636737
1022,100,32,0.001,32,64,sigmoid,tanh,2.9370265508722796e-06,0.001713775525228517,0.0014758467740940404
1234,100,64,0.001,16,64,relu,sigmoid,2.9396227352679455e-06,0.001714532803788818,0.001353410861489261
887,100,16,0.01,64,64,sigmoid,tanh,2.940672287343262e-06,0.0017148388517126798,0.0013599825792289316
1240,100,64,0.001,16,64,tanh,sigmoid,2.9419909809314976e-06,0.0017152233035180864,0.001321504728422991
985,100,32,0.001,16,32,sigmoid,sigmoid,2.9423195918699526e-06,0.0017153190933088668,0.0014668865042616378
876,100,16,0.01,64,32,sigmoid,relu,2.9437584675491047e-06,0.0017157384612898042,0.0014328081718540217
426,50,32,0.1,16,64,sigmoid,relu,2.944243411970092e-06,0.0017158797778312129,0.0013753497088483343
1003,100,32,0.001,32,16,sigmoid,sigmoid,2.948449519974101e-06,0.001717104982222724,0.0014464687116225968
912,100,16,0.1,16,64,sigmoid,relu,2.949692846004904e-06,0.001717466985419197,0.001410056970149176
1082,100,32,0.01,32,16,relu,tanh,2.9583440229454606e-06,0.0017199837275234497,0.0014092092408114825
1367,100,64,0.01,64,32,tanh,tanh,2.962478697675019e-06,0.0017211852595450086,0.001427769292727964
1222,100,64,0.001,16,16,tanh,sigmoid,2.9687607898083115e-06,0.001723009225108302,0.0012928813596431938
165,50,16,0.1,16,16,sigmoid,relu,2.970386005103003e-06,0.001723480781762014,0.0013688707003957031
1107,100,32,0.01,64,16,relu,relu,2.9706489975758674e-06,0.0017235570769707244,0.0014045453016330938
351,50,32,0.01,32,16,relu,relu,2.9741064051535902e-06,0.0017245597714064856,0.0014519707758575116
403,50,32,0.01,64,64,tanh,sigmoid,2.976586270226773e-06,0.001725278606552221,0.0013957316136454306
