,epochs,batch_size,learning_rate,units,units2,activation1,activation2,mse,rmse,mae
872,100,16,0.01,64,16,tanh,tanh,6.642793839622816e-06,0.0025773617983556006,0.0020715803628938894
1346,100,64,0.01,32,64,sigmoid,tanh,6.649262437943831e-06,0.002578616380531201,0.0023966108467623
338,50,32,0.01,16,32,sigmoid,tanh,6.651181204318326e-06,0.002578988407170208,0.0021574266490308326
1,50,16,0.001,16,16,relu,sigmoid,6.65247082695055e-06,0.0025792384199508486,0.0022546016061046697
1349,100,64,0.01,32,64,tanh,tanh,6.653765616177674e-06,0.002579489409975872,0.0023313489731902446
884,100,16,0.01,64,64,relu,tanh,6.67417576354429e-06,0.0025834426185894453,0.0022572331516867413
862,100,16,0.01,32,64,tanh,sigmoid,6.675405173421698e-06,0.0025836805478661054,0.00216510449269725
326,50,32,0.01,16,16,relu,tanh,6.681990205403702e-06,0.0025849545847855242,0.0023026010397379287
361,50,32,0.01,32,32,relu,sigmoid,6.692143920471092e-06,0.0025869178418479184,0.0022767596949853763
880,100,16,0.01,64,32,tanh,sigmoid,6.703613272613886e-06,0.002589133691529637,0.002199807216634525
565,50,64,0.001,64,64,tanh,sigmoid,6.716581227607354e-06,0.002591636785432587,0.002366853332732392
583,50,64,0.01,16,32,tanh,sigmoid,6.732472679653072e-06,0.0025947008844283133,0.0023265168079705076
365,50,32,0.01,32,32,sigmoid,tanh,6.740639871837883e-06,0.0025962742289361274,0.002304643087418338
1086,100,32,0.01,32,16,tanh,relu,6.745065278965409e-06,0.0025971263502119818,0.002119216706069921
1039,100,32,0.001,64,32,sigmoid,sigmoid,6.7479688345167475e-06,0.002597685283962772,0.002409628841087018
629,50,64,0.01,64,16,tanh,tanh,6.747981218546816e-06,0.002597687667628042,0.00233425330649017
1017,100,32,0.001,32,64,relu,relu,6.759341321566714e-06,0.002599873327984791,0.002006235849158812
578,50,64,0.01,16,32,relu,tanh,6.7909810866827866e-06,0.002605951090616013,0.0022103319387359443
1183,100,32,0.1,32,64,sigmoid,sigmoid,6.794609587371499e-06,0.0026066471927308267,0.0020400423697330295
572,50,64,0.01,16,16,sigmoid,tanh,6.7967138869251966e-06,0.002607050802520963,0.0022857278586773835
312,50,32,0.001,64,32,tanh,relu,6.797345852934189e-06,0.002607172002943839,0.002025432482401593
1358,100,64,0.01,64,16,tanh,tanh,6.800975099615809e-06,0.002607867922195411,0.00225401617081426
1335,100,64,0.01,32,32,sigmoid,relu,6.804602614717865e-06,0.0026085633238849817,0.0023843755484670003
384,50,32,0.01,64,16,tanh,relu,6.807541923491176e-06,0.002609126659150754,0.0022642872760963947
867,100,16,0.01,64,16,sigmoid,relu,6.82596063271992e-06,0.0026126539443102528,0.0021369908904470113
1277,100,64,0.001,64,16,tanh,tanh,6.832407978584489e-06,0.0026138875221754453,0.0023211484358989522
997,100,32,0.001,16,64,tanh,sigmoid,6.834187568898199e-06,0.0026142279106646763,0.00230297396142516
843,100,16,0.01,32,16,tanh,relu,6.842511631159741e-06,0.0026158194951410047,0.0022520245515608114
1049,100,32,0.001,64,64,sigmoid,tanh,6.8442258796641924e-06,0.0026161471441155967,0.002360977553529887
459,50,32,0.1,64,16,relu,relu,6.84914456937742e-06,0.0026170870389380287,0.0023260212561463907
1246,100,64,0.001,32,16,sigmoid,sigmoid,6.865489292314049e-06,0.0026202078719662777,0.0024408674010050683
825,100,16,0.01,16,32,tanh,relu,6.8695157531829895e-06,0.002620976106946225,0.0021822097052440806
1058,100,32,0.01,16,16,sigmoid,tanh,6.871447823970795e-06,0.002621344659515569,0.0021632755658430158
826,100,16,0.01,16,32,tanh,sigmoid,6.8717037752670505e-06,0.002621393479672033,0.0021022336176407686
1020,100,32,0.001,32,64,sigmoid,relu,6.882468894029305e-06,0.0026234459960192253,0.0023521755376253017
1378,100,64,0.1,16,16,relu,sigmoid,6.89281884950031e-06,0.0026254178428395565,0.0021285365386430936
646,50,64,0.01,64,64,tanh,sigmoid,6.89825636184767e-06,0.002626453190492393,0.0023293341782577486
1317,100,64,0.01,16,64,sigmoid,relu,6.906022171222107e-06,0.0026279311580066377,0.0023260452703715113
317,50,32,0.001,64,64,relu,tanh,6.909424044504425e-06,0.0026285783314378185,0.002181629836164767
639,50,64,0.01,64,64,relu,relu,6.910459443894041e-06,0.002628775274513598,0.002321808921064469
815,100,16,0.01,16,16,sigmoid,tanh,6.9260698509411054e-06,0.002631742740265679,0.0021141717670085463
784,100,16,0.001,64,16,relu,sigmoid,6.941832366016677e-06,0.002634735729825038,0.0023178894409757976
1267,100,64,0.001,32,64,tanh,sigmoid,6.942101371238691e-06,0.0026347867790845413,0.00236162566291175
143,50,16,0.01,64,16,tanh,tanh,6.954279085938484e-06,0.002637096715317526,0.002242539800103901
